,Unnamed: 0,id,GRB_name,GRB_name_Fermi,T0,T0_source,ra,ra_source,decl,decl_source,pos_error,pos_error_source,T90,T90_source,T90_error,T90_error_source,T90_start,T90_start_source,fluence,fluence_source,fluence_error,fluence_error_source,redshift,redshift_source,T100,GBM_located,mjd,mjd_source,Alpha,Alpha_err_pos,Alpha_err_neg
103,1075,1076,GRB140907A,GRB140907672,58021.307,Fermi_GBM,48.14574999999999,Swift,46.60486111111111,Swift,9.708137537180334e-05,Swift,35.841,Fermi_GBM,5.473,Fermi_GBM,58021.307,Fermi_GBM,6.4501e-06,Fermi_GBM,6.3631e-08,Fermi_GBM,1.21,"GCN_circulars,Optical",85.893,0,56907.67154290509,Fermi_GBM,-1.018401,0.2653471,0.2653471
104,1084,1085,GRB141004A,GRB141004973,84054.0,"GCN_circulars,Swift Det",76.73391666666667,Swift,12.819805555555556,Swift,5.565998854650059e-05,Swift,2.56,Fermi_GBM,0.607,Fermi_GBM,84054.03099999999,Fermi_GBM,1.1787e-06,Fermi_GBM,3.303e-08,Fermi_GBM,0.571,"GCN_circulars,Optical",3.92,0,56934.97284722222,"GCN_circulars,Swift Det",0.05629793,2.009114,2.009114
105,1094,1095,GRB141028A,GRB141028455,39286.78,"GCN_circulars,Fermi GBM Det",322.60226,Fermi_LAT,-0.231314,Fermi_LAT,0.0001389,Fermi_LAT,31.489,Fermi_GBM,2.429,Fermi_GBM,39293.439000000006,Fermi_GBM,3.4781e-05,Fermi_GBM,8.9141e-08,Fermi_GBM,2.33,"GCN_circulars,Optical",38.148,0,56958.45470810185,"GCN_circulars,Fermi GBM Det",-0.8420234,0.04600394,0.04600394
106,1103,1104,GRB141118A,GRB141118678,58548.54,"GCN_circulars,Konus-Wind Det",156.875,IPN,19.08333333333333,IPN,5.0,IPN,4.352,Fermi_GBM,0.572,Fermi_GBM,58549.03,Fermi_GBM,3.2983e-06,Fermi_GBM,2.8093e-08,Fermi_GBM,0.108,"GCN_circulars,iPTF",4.842,0,56979.67764513889,"GCN_circulars,Konus-Wind Det",-0.7864178,0.122995,0.122995
107,1113,1114,GRB141220A,GRB141220252,21771.59,Fermi_GBM,195.0656666666667,Swift,32.146388888888886,Swift,5.824882522308201e-05,Swift,7.616,Fermi_GBM,0.923,Fermi_GBM,21771.59,Fermi_GBM,5.3386e-06,Fermi_GBM,3.5071e-08,Fermi_GBM,1.3195,"GCN_circulars,Other",7.62,0,57011.25198599537,Fermi_GBM,-0.8323624,0.06863409,0.06863409
108,1114,1115,GRB141221A,GRB141221338,29222.512,Fermi_GBM,198.2867083333333,Swift,8.205222222222222,Swift,5.565998854650059e-05,Swift,23.808,Fermi_GBM,1.717,Fermi_GBM,29222.512,Fermi_GBM,4.0682e-06,Fermi_GBM,6.2784e-08,Fermi_GBM,1.452,,44.388,0,57012.33822351852,Fermi_GBM,-0.8051333,0.1793701,0.1793701
109,1116,1117,GRB141225A,GRB141225959,82867.0,"GCN_circulars,Swift Det",138.77883333333332,Swift,33.791916666666665,Swift,8.543161032718694e-05,Swift,56.32,Fermi_GBM,4.891,Fermi_GBM,82873.305,Fermi_GBM,3.7317e-06,Fermi_GBM,3.7233e-08,Fermi_GBM,0.915,,62.625,0,57016.9591087963,"GCN_circulars,Swift Det",-0.2981787,0.9642295,0.9642295
110,1121,1122,GRB150101B,GRB150101641,55380.0,Swift,188.02054166666667,Swift,-10.933555555555555,Swift,0.0002329953008923,Swift,0.08,Fermi_GBM,0.928,Fermi_GBM,55414.452,Fermi_GBM,2.3809e-07,Fermi_GBM,1.5091e-08,Fermi_GBM,0.134,"GCN_circulars,Swift Other",34.532,0,57023.64097222222,Swift,1.658856,1.487899,1.487899
111,1127,1128,GRB150120A,GRB150120123,10666.0,"GCN_circulars,Swift Det",10.318916666666668,Swift,33.99486111111111,Swift,0.0002329953008923,Swift,3.328,Fermi_GBM,1.382,Fermi_GBM,10666.365,Fermi_GBM,3.3498e-07,Fermi_GBM,2.1667e-08,Fermi_GBM,0.46,,3.693,0,57042.12344907408,"GCN_circulars,Swift Det",0.1062512,5670.917,5670.917
112,1151,1152,GRB150301B,GRB150301818,70684.0,"GCN_circulars,Swift Det",89.16620833333333,Swift,-57.96955555555556,Swift,5.436557020820988e-05,Swift,13.312,Fermi_GBM,1.557,Fermi_GBM,70684.25700000001,Fermi_GBM,3.0852e-06,Fermi_GBM,2.9774e-08,Fermi_GBM,1.5169,"GCN_circulars,Other",13.569,0,57082.81810185185,"GCN_circulars,Swift Det",-1.049045,0.1482207,0.1482207
113,1157,1158,GRB150314A,GRB150314205,17690.0,Fermi_LAT,126.67041666666668,Swift,63.83430555555555,Swift,0.0002200511175094,Swift,10.688,Fermi_GBM,0.143,Fermi_GBM,17691.462,Fermi_GBM,8.1592e-05,Fermi_GBM,1.2798e-07,Fermi_GBM,1.758,,40.79,0,57095.20474537037,Fermi_LAT,-0.6791869,0.03040552,0.03040552
114,1165,1166,GRB150403A,GRB150403913,78850.95,Fermi_LAT,311.5047916666667,Swift,-62.71138888888889,Swift,5.436557020820988e-05,Swift,22.272,Fermi_GBM,0.81,Fermi_GBM,78854.28,Fermi_GBM,5.4707e-05,Fermi_GBM,5.5299e-08,Fermi_GBM,2.06,,45.95,0,57115.91262673611,Fermi_LAT,-0.8732561,0.03498781,0.03498781
115,1182,1183,GRB150514A,GRB150514774,66905.13,"GCN_circulars,Konus-Wind Det",74.87623,Fermi_LAT,-60.96841,Fermi_LAT,0.0001194,Fermi_LAT,10.813,Fermi_GBM,1.072,Fermi_GBM,66905.355,Fermi_GBM,4.7356e-06,Fermi_GBM,4.8477e-08,Fermi_GBM,0.807,"GCN_circulars,Optical",11.038,0,57156.77436493056,"GCN_circulars,Konus-Wind Det",-1.206043,0.1526363,0.1526363
